route,bound,service_type,orig_en,orig_tc,orig_sc,dest_en,dest_tc,dest_sc,data_timestamp
N368,O,1,YUEN LONG (WEST),元朗(西),元朗(西),CENTRAL (MACAU FERRY),中環(港澳碼頭),中环(港澳码头),
N368,I,1,CENTRAL (MACAU FERRY),中環(港澳碼頭),中环(港澳码头),YUEN LONG (WEST),元朗(西),元朗(西),
N368,I,2,CENTRAL (MACAU FERRY),中環(港澳碼頭),中环(港澳码头),YUEN LONG (WEST),元朗(西),元朗(西),
N373,O,1,FANLING (LUEN WO HUI),粉嶺(聯和墟),粉岭(联和墟),CENTRAL (MACAU FERRY),中環(港澳碼頭),中环(港澳码头),
N373,I,1,CENTRAL (MACAU FERRY),中環(港澳碼頭),中环(港澳码头),FANLING (LUEN WO HUI),粉嶺(聯和墟),粉岭(联和墟),
N39,O,1,TSUEN WAN STATION,荃灣站,荃湾站,ALLWAY GARDENS (CIRCULAR),荃威花園(循環線),荃威花园(循环线),
N41X,O,1,HUNG HOM STATION,紅磡站,红磡站,TSING YI (CHEUNG WANG ESTATE),青衣(長宏邨),青衣(长宏邨),
N42,O,1,YIU ON,耀安,耀安,TUNG CHUNG STATION,東涌站,东涌站,
N42,I,1,TUNG CHUNG STATION,東涌站,东涌站,YIU ON,耀安,耀安,
N42A,O,1,FANLING (LUEN WO HUI),粉嶺(聯和墟),粉岭(联和墟),TUNG CHUNG STATION,東涌站,东涌站,
N42A,I,1,TUNG CHUNG STATION,東涌站,东涌站,FANLING (LUEN WO HUI),粉嶺(聯和墟),粉岭(联和墟),
N43,O,1,TSUEN WAN STATION,荃灣站,荃湾站,TSING YI (CHEUNG WANG ESTATE),青衣(長宏邨),青衣(长宏邨),
N48,O,1,YU CHUI COURT,愉翠苑,愉翠苑,TSUEN WAN (BAYVIEW GARDEN),荃灣(灣景花園),荃湾(湾景花园),
N48,I,1,TSUEN WAN (BAYVIEW GARDEN),荃灣(灣景花園),荃湾(湾景花园),YU CHUI COURT,愉翠苑,愉翠苑,
N601,O,1,ADMIRALTY STATION (EAST),金鐘站(東),金钟站(东),PO TAT,寶達,宝达,
N619,O,1,SHUN LEE,順利,顺利,CENTRAL (MACAU FERRY),中環(港澳碼頭),中环(港澳码头),
N619,I,1,CENTRAL (MACAU FERRY),中環(港澳碼頭),中环(港澳码头),SHUN LEE,順利,顺利,
N64,O,1,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),TUNG CHUNG (YAT TUNG),東涌(逸東),东涌(逸东),
N680,O,1,KAM YING COURT,錦英苑,锦英苑,CENTRAL (MACAU FERRY),中環(港澳碼頭),中环(港澳码头),
N680,I,1,CENTRAL (MACAU FERRY),中環(港澳碼頭),中环(港澳码头),KAM YING COURT,錦英苑,锦英苑,
N691,O,1,TIU KENG LENG,調景嶺,调景岭,CENTRAL (MACAU FERRY),中環(港澳碼頭),中环(港澳码头),
N691,I,1,CENTRAL (MACAU FERRY),中環(港澳碼頭),中环(港澳码头),TIU KENG LENG,調景嶺,调景岭,
N73,O,1,SHATIN CENTRAL,沙田巿中心,沙田巿中心,LOK MA CHAU,落馬洲,落马洲,
N73,I,1,LOK MA CHAU,落馬洲,落马洲,SHATIN CENTRAL,沙田巿中心,沙田巿中心,
N78,O,1,SHEUNG SHUI,上水,上水,SHA TAU KOK,沙頭角,沙头角,
N78,I,1,SHA TAU KOK,沙頭角,沙头角,SHEUNG SHUI,上水,上水,
N960,O,1,TUEN MUN (KIN SANG ESTATE),屯門(建生邨),屯门(建生邨),EXHIBITION CENTRE STATION,會展站,会展站,
N960,I,1,EXHIBITION CENTRE STATION,會展站,会展站,TUEN MUN (KIN SANG ESTATE),屯門(建生邨),屯门(建生邨),
NA30,O,1,LEI MUK SHUE,梨木樹,梨木树,HZMB Hong Kong Port,港珠澳大橋香港口岸,港珠澳大桥香港口岸,
NA30,I,1,HZMB Hong Kong Port,港珠澳大橋香港口岸,港珠澳大桥香港口岸,LEI MUK SHUE,梨木樹,梨木树,
NA31,O,1,TSUEN WAN (NINA TOWER),荃灣(如心廣場),荃湾(如心广场),HZMB Hong Kong Port,港珠澳大橋香港口岸,港珠澳大桥香港口岸,
NA31,I,1,HZMB Hong Kong Port,港珠澳大橋香港口岸,港珠澳大桥香港口岸,TSUEN WAN (NINA TOWER),荃灣(如心廣場),荃湾(如心广场),
NA32,O,1,KWAI CHUNG ESTATE,葵涌邨,葵涌邨,HZMB Hong Kong Port,港珠澳大橋香港口岸,港珠澳大桥香港口岸,
NA32,I,1,HZMB Hong Kong Port,港珠澳大橋香港口岸,港珠澳大桥香港口岸,KWAI CHUNG ESTATE,葵涌邨,葵涌邨,
NA33,O,1,Cathay City,國泰城,国泰城,TUEN MUN (FU TAI ESTATE),屯門(富泰邨),屯门(富泰邨),
NA33,I,1,TUEN MUN (FU TAI ESTATE),屯門(富泰邨),屯门(富泰邨),Cathay City,國泰城,国泰城,
NA36,O,1,Cathay City,國泰城,国泰城,KAM SHEUNG ROAD STATION,錦上路站,锦上路站,
NA36,O,2,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),Yuen Long (YOHO MALL),元朗形點,元朗形点,
NA36,I,1,KAM SHEUNG ROAD STATION,錦上路站,锦上路站,Cathay City,國泰城,国泰城,
NA36,I,2,Yuen Long (YOHO MALL),元朗形點,元朗形点,AIRPORT (GROUND TRANSPORTATION CENTRE),機場(地面運輸中心),机场(地面运输中心),
NA37,O,1,TIN SHUI WAI TOWN CENTRE,天水圍市中心,天水围市中心,Cathay City,國泰城,国泰城,
NA37,I,1,Cathay City,國泰城,国泰城,TIN SHUI WAI TOWN CENTRE,天水圍市中心,天水围市中心,
NA40,O,1,WU KAI SHA STATION,烏溪沙站,乌溪沙站,HZMB Hong Kong Port,港珠澳大橋香港口岸,港珠澳大桥香港口岸,
NA40,I,1,HZMB Hong Kong Port,港珠澳大橋香港口岸,港珠澳大桥香港口岸,WU KAI SHA STATION,烏溪沙站,乌溪沙站,
NA41,O,1,SHUI CHUEN O,水泉澳,水泉澳,HZMB Hong Kong Port,港珠澳大橋香港口岸,港珠澳大桥香港口岸,
NA41,I,1,HZMB Hong Kong Port,港珠澳大橋香港口岸,港珠澳大桥香港口岸,SHUI CHUEN O,水泉澳,水泉澳,
NA43,O,1,FANLING (LUEN WO HUI),粉嶺(聯和墟),粉岭(联和墟),HZMB Hong Kong Port,港珠澳大橋香港口岸,港珠澳大桥香港口岸,
NA43,I,1,HZMB Hong Kong Port,港珠澳大橋香港口岸,港珠澳大桥香港口岸,FANLING (LUEN WO HUI),粉嶺(聯和墟),粉岭(联和墟),
NA47,O,1,TAI PO (TAI WO),大埔(太和),大埔(太和),HZMB Hong Kong Port,港珠澳大橋香港口岸,港珠澳大桥香港口岸,
NA47,I,1,HZMB Hong Kong Port,港珠澳大橋香港口岸,港珠澳大桥香港口岸,TAI PO (TAI WO),大埔(太和),大埔(太和),
NA52,O,1,Cathay City,國泰城,国泰城,Tuen Mun Road BBI (Kowloon Bound),屯門公路轉車站(九龍方向),屯门公路转车站(九龙方向),
NA52,I,1,Tuen Mun Road BBI (Kowloon Bound),屯門公路轉車站(九龍方向),屯门公路转车站(九龙方向),Cathay City,國泰城,国泰城,
P960,O,1,SIU HONG STATION (NORTH),兆康站(北),兆康站(北),EXHIBITION CENTRE STATION,會展站,会展站,
P960,I,1,EXHIBITION CENTRE STATION,會展站,会展站,SIU HONG STATION (NORTH),兆康站(北),兆康站(北),
P968,O,1,YUEN LONG (WEST),元朗(西),元朗(西),CAUSEWAY BAY (TIN HAU),銅鑼灣(天后),铜锣湾(天后),
P968,O,2,LONG PING STATION,朗屏站,朗屏站,CAUSEWAY BAY (TIN HAU),銅鑼灣(天后),铜锣湾(天后),
P968,I,1,CAUSEWAY BAY (TIN HAU),銅鑼灣(天后),铜锣湾(天后),YUEN LONG (WEST),元朗(西),元朗(西),
PB1A,O,1,HING NING ROAD KWAI FONG,葵芳興寧路,葵芳兴宁路,SAI SHA GO PARK (From Tai Po) (Circular),西沙 GO PARK  (由大埔出發 循環行走),西沙 GO PARK  (由大埔出发 循环行走),
PB1B,O,1,KAI TAK AIRSIDE,啟德 AIRSIDE,启德 AIRSIDE,GO PARK Sai Sha,西沙 GO PARK,西沙 GO PARK,
PB2A,O,1,YUEN LONG(YOHO MALL),元朗形點,元朗形点,WEST KOWLOON CULTURAL DISTRICT,西九文化區,西九文化区,
PB2B,O,1,TUEN MUN STATION (V CITY),屯門站(V CITY),屯门站(V CITY),WEST KOWLOON CULTURAL DISTRICT,西九文化區,西九文化区,
PB3A,O,1,九龍塘(多福道),KOWLOON TONG (TO FUK ROAD),KOWLOON TONG (TO FUK ROAD),HARBOUR NORTH,北角匯,北角汇,
PB3B,O,1,STANLEY,赤柱,赤柱,HARBOUR NORTH,北角匯,北角汇,
PBD1,O,1,TSEUNG KWAN O,將軍澳,将军澳,DB PLAZA,愉景廣場,愉景广场,
PBD1,I,1,DB PLAZA,愉景廣場,愉景广场,TSEUNG KWAN O,將軍澳,将军澳,
PBD2,O,1,TUEN MUN STATION (V CITY),屯門站 (V CITY),屯门站 (V CITY),DB PLAZA,愉景廣場,愉景广场,
PBD2,I,1,DB PLAZA,愉景廣場,愉景广场,TUEN MUN STATION (V CITY),屯門站 (V CITY),屯门站 (V CITY),
PBS1,O,1,CENTRAL,中環,中环,MA WAN(From Central) (Circular),馬灣(由中環出發 循環行走),马湾(由中环出发 循环行走),
PBS2,O,1,Tung Chung Station,東涌站,东涌站,MA WAN(From Central) (Circular),馬灣 (由東涌站出發 循環行走),马湾 (由东涌站出发 循环行走),
PBW1,O,1,Tsuen Wan West Station,荃灣西站,荃湾西站,Avenue of Stars,星光大道,星光大道,
PBW1,I,1,Avenue of Stars,星光大道,星光大道,Tsuen Wan West Station,荃灣西站,荃湾西站,
R230,O,1,TSUEN WAN (ALLWAY GARDENS),荃灣(荃威花園),荃湾(荃威花园),TSIM SHA TSUI EAST (MODY ROAD),尖沙咀東(麼地道),尖沙咀东(么地道),
R241,O,1,TSING YI (CHEUNG WANG ESTATE),青衣(長宏邨),青衣(长宏邨),TSIM SHA TSUI EAST (MODY ROAD),尖沙咀東(麼地道),尖沙咀东(么地道),
R33,O,1,DISNEYLAND,迪士尼樂園,迪士尼乐园,TUEN MUN STATION,屯門站,屯门站,
R33,O,2,DISNEYLAND,迪士尼樂園,迪士尼乐园,TUEN MUN STATION,屯門站,屯门站,
R33,I,1,TUEN MUN STATION,屯門站,屯门站,DISNEYLAND,迪士尼樂園,迪士尼乐园,
R33,I,2,TUEN MUN STATION,屯門站,屯门站,DISNEYLAND,迪士尼樂園,迪士尼乐园,
R42,O,1,DISNEYLAND,迪士尼樂園,迪士尼乐园,TAI WAI STATION,大圍站,大围站,
R42,I,1,TAI WAI STATION,大圍站,大围站,DISNEYLAND,迪士尼樂園,迪士尼乐园,
R78,O,1,FANLING STATION,粉嶺站,粉岭站,SAN WAI BARRACKS(CIRCULAR),新圍軍營(循環線),新围军营(循环线),
R8,O,1,DISNEYLAND,迪士尼樂園,迪士尼乐园,Lantau Link BBI (Circular),青嶼幹線轉車站(循環線),青屿干线转车站(循环线),
R8,O,2,DISNEYLAND,迪士尼樂園,迪士尼乐园,Lantau Link BBI (Circular),青嶼幹線轉車站(循環線),青屿干线转车站(循环线),
R934,O,1,TSUEN WAN (BAYVIEW GARDEN),荃灣(灣景花園),荃湾(湾景花园),CAUSEWAY BAY (VICTORIA PARK),銅鑼灣(維多利亞公園),铜锣湾(维多利亚公园),
R936,O,1,TSUEN WAN (SHEK WAI KOK),荃灣(石圍角),荃湾(石围角),CAUSEWAY BAY (VICTORIA PARK),銅鑼灣(維多利亞公園),铜锣湾(维多利亚公园),
R948,O,1,TSING YI (CHEUNG WANG ESTATE),青衣(長宏邨),青衣(长宏邨),CAUSEWAY BAY (VICTORIA PARK),銅鑼灣(維多利亞公園),铜锣湾(维多利亚公园),
S1,O,1,TUNG CHUNG STATION,東涌站,东涌站,Airport (Circular),機場(循環線),机场(循环线),
S64,O,1,TUNG CHUNG (YAT TUNG),東涌(逸東),东涌(逸东),Airport (Circular),機場(循環線),机场(循环线),
S64C,O,1,TUNG CHUNG (YAT TUNG),東涌(逸東),东涌(逸东),Catering Road East(Circular),航膳東路(循環線),航膳东路(循环线),
S64C,O,3,Super Terminal One,超級一號貨站,超级一号货站,TUNG CHUNG (YAT TUNG),東涌(逸東),东涌(逸东),
S64P,O,1,YING TUNG ESTATE,迎東邨,迎东邨,AIRPORT (CARGO AND CATERING AREA),機場(貨運及航膳區),机场(货运及航膳区),
S64P,O,2,YING TUNG ESTATE,迎東邨,迎东邨,AIRPORT (CARGO AND CATERING AREA),機場(貨運及航膳區),机场(货运及航膳区),
S64X,O,1,Tung Chung (Mun Tung),東涌(滿東),东涌(满东),Airport(Circular),機場(循環線),机场(循环线),
S64X,O,3,Tung Chung (Mun Tung),東涌(滿東),东涌(满东),Airport(Circular),機場(循環線),机场(循环线),
SP1,O,1,KAI TAK SPORTS PARK,啟德體育園,启德体育园,HANG HAU (NORTH) (TSEUNG KWAN O HOSPITAL),坑口(北)(將軍澳醫院),坑口(北)(将军澳医院),
SP10,O,1,KAI TAK SPORTS PARK,啟德體育園,启德体育园,CENTRAL (MACAU FERRY),中環(港澳碼頭),中环(港澳码头),
SP12,O,1,KAI TAK SPORTS PARK,啟德體育園,启德体育园,LOK MA CHAU,落馬洲,落马洲,
SP3,O,1,KAI TAK SPORTS PARK,啟德體育園,启德体育园,CHING FU COURT,青富苑,青富苑,
SP5A,O,1,KAI TAK SPORTS PARK,啟德體育園,启德体育园,TUEN MUN PIER HEAD,屯門碼頭,屯门码头,
SP6,O,1,KAI TAK SPORTS PARK,啟德體育園,启德体育园,TIN HENG ESTATE,天恆邨,天恒邨,
SP7,O,1,KAI TAK SPORTS PARK,啟德體育園,启德体育园,SHEUNG SHUI,上水,上水,
T270,O,1,FANLING (CHEUNG WAH),粉嶺(祥華),粉岭(祥华),TSIM SHA TSUI EAST (MODY ROAD),尖沙咀東(麼地道),尖沙咀东(么地道),
T270,I,1,TSIM SHA TSUI EAST (MODY ROAD),尖沙咀東(麼地道),尖沙咀东(么地道),FANLING (CHEUNG WAH),粉嶺(祥華),粉岭(祥华),
T277,O,1,SHEUNG SHUI,上水,上水,LAM TIN STATION,藍田站,蓝田站,
T277,I,1,LAM TIN STATION,藍田站,蓝田站,SHEUNG SHUI,上水,上水,
T74,O,1,NG TUNG CHAI (PAK NGAU SHEK),梧桐寨 (白牛石),梧桐寨 (白牛石),KWUN TONG FERRY,觀塘碼頭,观塘码头,
T74,I,1,KWUN TONG FERRY,觀塘碼頭,观塘码头,NG TUNG CHAI (PAK NGAU SHEK),梧桐寨 (白牛石),梧桐寨 (白牛石),
T80,O,1,MEI TIN,美田,美田,KOWLOON BAY,九龍灣,九龙湾,
T80,O,2,HIN KENG,顯徑,显径,KOWLOON BAY,九龍灣,九龙湾,
W2,O,1,JORDAN (WEST KOWLOON STATION),佐敦(西九龍站),佐敦(西九龙站),KWUN TONG (CIRCULAR),觀塘(循環線),观塘(循环线),
W2,O,2,JORDAN (WEST KOWLOON STATION),佐敦(西九龍站),佐敦(西九龙站),LAGUNA PARK,麗港公園,丽港公园,
W2,O,3,MILLENNIUM CITY,創紀之城,创纪之城,JORDAN (WEST KOWLOON STATION),佐敦(西九龍站),佐敦(西九龙站),
W3,O,1,SHEUNG SHUI,上水,上水,JORDAN (WEST KOWLOON STATION),佐敦(西九龍站),佐敦(西九龙站),
W3,I,1,JORDAN (WEST KOWLOON STATION),佐敦(西九龍站),佐敦(西九龙站),SHEUNG SHUI,上水,上水,
W4,O,1,HIGH SPEED RAIL (WEST KOWLOON STATION),高鐵(西九龍站),高铁(西九龙站),WKCD ‧ TSIM SHA TSUI ‧ HIGH SPEED RAIL,西九文化區 ‧ 尖沙咀 ‧ 高鐵站,西九文化区 · 尖沙咀 · 高铁站,
X1,O,1,TUNG CHUNG STATION,東涌站,东涌站,ASIAWORLD EXPO,機場博覽館,机场博览馆,
X1,I,1,ASIAWORLD EXPO,機場博覽館,机场博览馆,TUNG CHUNG STATION,東涌站,东涌站,
X33,O,1,ASIAWORLD EXPO BUS TERMINUS,機場博覽館巴士總站,机场博览馆巴士总站,"HUNG FUK ESTATE, HUNG YUEN ROAD",洪元路洪福邨,洪元路洪福邨,
X36,O,1,ASIAWORLD EXPO,機場博覽館,机场博览馆,KAM SHEUNG ROAD STATION,錦上路站,锦上路站,
X40,O,1,ASIAWORLD EXPO BUS TERMINUS,機場博覽館巴士總站,机场博览馆巴士总站,WU KAI SHA STATION,烏溪沙站,乌溪沙站,
X42C,O,1,TSING YI (CHEUNG HANG ESTATE),青衣(長亨邨),青衣(长亨邨),YAU TONG,油塘,油塘,
X42C,O,2,"HONG CHEUNG HOUSE, CHEUNG HONG ESTATE",長康邨康祥樓,长康邨康祥楼,YAU TONG,油塘,油塘,
X42C,I,1,YAU TONG,油塘,油塘,TSING YI (CHEUNG HANG ESTATE),青衣(長亨邨),青衣(长亨邨),
X42P,O,1,TSING YI STATION,青衣站,青衣站,LAM TIN STATION,藍田站,蓝田站,
X43,O,1,ASIAWORLD EXPO BUS TERMINUS,機場博覽館巴士總站,机场博览馆巴士总站,FANLING (LUEN WO HUI),粉嶺(聯和墟),粉岭(联和墟),
X47,O,1,ASIAWORLD EXPO BUS TERMINUS,機場博覽館巴士總站,机场博览馆巴士总站,TAI PO (FU HENG),大埔(富亨),大埔(富亨),
X6C,O,1,MEI FOO,美孚,美孚,HK CHILDREN'S HOSPITAL,香港兒童醫院,香港儿童医院,
X6C,I,1,HK CHILDREN'S HOSPITAL,香港兒童醫院,香港儿童医院,MEI FOO,美孚,美孚,
X89D,O,1,NAI CHUNG,泥涌,泥涌,KWUN TONG FERRY,觀塘碼頭,观塘码头,
X89D,O,2,NAI CHUNG,泥涌,泥涌,KWUN TONG FERRY,觀塘碼頭,观塘码头,
X89D,I,1,KWUN TONG FERRY,觀塘碼頭,观塘码头,NAI CHUNG,泥涌,泥涌,
