kmb_route,citybus_route,area,kmb_orig_en,kmb_dest_en,citybus_orig_en,citybus_dest_en,match_type
N373,N11,central,CENTRAL (MACAU FERRY),FANLING (LUEN WO HUI),Central (Macau Ferry),Airport (Ground Transportation Centre),geographic_area
N373,N121,central,CENTRAL (MACAU FERRY),FANLING (LUEN WO HUI),Central (Macau Ferry),Ngau Tau Kok,geographic_area
N373,N170,central,CENTRAL (MACAU FERRY),FANLING (LUEN WO HUI),Wah Fu (Central),Sha Tin Central,geographic_area
N373,N182,central,CENTRAL (MACAU FERRY),FANLING (LUEN WO HUI),Central (Macau Ferry),Sha Tin (Kwong Yuen),geographic_area
N373,N619,central,CENTRAL (MACAU FERRY),FANLING (LUEN WO HUI),Central (Macau Ferry),Shun Lee Estate,geographic_area
N373,N680,central,CENTRAL (MACAU FERRY),FANLING (LUEN WO HUI),Central (Macau Ferry),Ma On Shan (Kam Ying Court),geographic_area
N373,N691,central,CENTRAL (MACAU FERRY),FANLING (LUEN WO HUI),Central (Macau Ferry),Tiu Keng Leng (King Ling Road),geographic_area
N373,N90,central,CENTRAL (MACAU FERRY),FANLING (LUEN WO HUI),South Horizons,Central (Macau Ferry),geographic_area
N373,SP10,central,CENTRAL (MACAU FERRY),FANLING (LUEN WO HUI),Kai Tak Sports Park,Central (Macau Ferry),geographic_area
N373,X15,central,CENTRAL (MACAU FERRY),FANLING (LUEN WO HUI),Central (Star Ferry),The Peak,geographic_area
N373,X9,central,CENTRAL (MACAU FERRY),FANLING (LUEN WO HUI),Central (Star Ferry),Shek O,geographic_area
N619,1,central,SHUN LEE,CENTRAL (MACAU FERRY),Central (Macau Ferry),Happy Valley (Upper),geographic_area
N619,104R,central,SHUN LEE,CENTRAL (MACAU FERRY),Central (Ferry Piers),Mong Kok,geographic_area
N619,109,central,SHUN LEE,CENTRAL (MACAU FERRY),Central (Macau Ferry),Ho Man Tin Estate,geographic_area
N619,11,central,SHUN LEE,CENTRAL (MACAU FERRY),Central (Ferry Piers),Jardine's Lookout,geographic_area
N619,111,central,SHUN LEE,CENTRAL (MACAU FERRY),Central (Macau Ferry),Ping Shek Estate,geographic_area
N619,111P,central,SHUN LEE,CENTRAL (MACAU FERRY),Choi Fook Estate,Central (Macau Ferry),geographic_area
N619,115,central,SHUN LEE,CENTRAL (MACAU FERRY),Central (Macau Ferry),Kowloon City Ferry Pier,geographic_area
N619,115P,central,SHUN LEE,CENTRAL (MACAU FERRY),Laguna Verde,Central (Macau Ferry),geographic_area
N619,116,central,SHUN LEE,CENTRAL (MACAU FERRY),Quarry Bay (Yau Man Street),Tsz Wan Shan (Central),geographic_area
N619,12,central,SHUN LEE,CENTRAL (MACAU FERRY),Central Pier 3,Robinson Road / Park Road,geographic_area
N619,15,central,SHUN LEE,CENTRAL (MACAU FERRY),Central,The Peak,geographic_area
N619,15C,central,SHUN LEE,CENTRAL (MACAU FERRY),Central (Hong Kong Observation Wheel),Garden Road,geographic_area
N619,170,central,SHUN LEE,CENTRAL (MACAU FERRY),Wah Fu (Central),Sha Tin Station,geographic_area
N619,18,central,SHUN LEE,CENTRAL (MACAU FERRY),North Point (Healthy Street Central),Kennedy Town (Belcher Bay) / Sheung Wan,geographic_area
N619,182,central,SHUN LEE,CENTRAL (MACAU FERRY),Central (Macau Ferry),Sha Tin (Yu Chui Court),geographic_area
N619,182X,central,SHUN LEE,CENTRAL (MACAU FERRY),Central (Macau Ferry),Sha Tin (Yu Chui Court),geographic_area
N619,18P,central,SHUN LEE,CENTRAL (MACAU FERRY),Kennedy Town (Belcher Bay),North Point (Healthy Street Central),geographic_area
N619,1P,central,SHUN LEE,CENTRAL (MACAU FERRY),Wong Nai Chung Road (Broadwood Road),Central,geographic_area
N619,2,central,SHUN LEE,CENTRAL (MACAU FERRY),Grand Promenade,Central (Macau Ferry),geographic_area
N619,25,central,SHUN LEE,CENTRAL (MACAU FERRY),Central (Pier 3/5),Braemar Hill,geographic_area
N619,260,central,SHUN LEE,CENTRAL (MACAU FERRY),Central (Exchange Square),Stanley Market,geographic_area
N619,307,central,SHUN LEE,CENTRAL (MACAU FERRY),Tai Po Centre,Central (Ferry Piers) / Sheung Wan,geographic_area
N619,37A,central,SHUN LEE,CENTRAL (MACAU FERRY),Chi Fu Fa Yuen,Central,geographic_area
N619,3A,central,SHUN LEE,CENTRAL (MACAU FERRY),Central (Star Ferry),Felix Villas,geographic_area
N619,4,central,SHUN LEE,CENTRAL (MACAU FERRY),Wong Chuk Hang / Wah Fu (South),Central,geographic_area
N619,41A,central,SHUN LEE,CENTRAL (MACAU FERRY),Wah Fu (Central),North Point Ferry Pier,geographic_area
N619,4X,central,SHUN LEE,CENTRAL (MACAU FERRY),Wah Fu (South),Central (Exchange Square),geographic_area
N619,511,central,SHUN LEE,CENTRAL (MACAU FERRY),Tai Hang Drive,Central (Ferry Piers),geographic_area
N619,580,central,SHUN LEE,CENTRAL (MACAU FERRY),GO PARK Sai Sha,Sha Tin Central,geographic_area
N619,6,central,SHUN LEE,CENTRAL (MACAU FERRY),Central (Exchange Square),Stanley Market,geographic_area
N619,619,central,SHUN LEE,CENTRAL (MACAU FERRY),Central (Macau Ferry),Shun Lee Estate,geographic_area
N619,619P,central,SHUN LEE,CENTRAL (MACAU FERRY),Shun Lee Estate,Central (Macau Ferry),geographic_area
N619,619X,central,SHUN LEE,CENTRAL (MACAU FERRY),Shun Lee Estate,Central (Macau Ferry),geographic_area
N619,621,central,SHUN LEE,CENTRAL (MACAU FERRY),Laguna City,Central (Hong Kong Station),geographic_area
N619,629,central,SHUN LEE,CENTRAL (MACAU FERRY),Central (Star Ferry),Ocean Park (Main Entrance / Water World),geographic_area
N619,641,central,SHUN LEE,CENTRAL (MACAU FERRY),Central (Macau Ferry),Kai Tak (Kai Ching Estate),geographic_area
N619,66,central,SHUN LEE,CENTRAL (MACAU FERRY),Central (Exchange Square),Stanley Plaza (Ma Hang),geographic_area
N619,679,central,SHUN LEE,CENTRAL (MACAU FERRY),Queen's Hill Fanling,Central (Hong Kong Station),geographic_area
N619,680X,central,SHUN LEE,CENTRAL (MACAU FERRY),Central (Macau Ferry Pier),Ma On Shan (Wu Kai Sha Station),geographic_area
N619,681,central,SHUN LEE,CENTRAL (MACAU FERRY),Central (Hong Kong Station),Ma On Shan Town Centre,geographic_area
N619,690,central,SHUN LEE,CENTRAL (MACAU FERRY),Central (Exchange Square),Tseung Kwan O (Hong Sing Garden),geographic_area
N619,690P,central,SHUN LEE,CENTRAL (MACAU FERRY),Tseung Kwan O (Hong Sing Garden),Central (Exchange Square),geographic_area
N619,690S,central,SHUN LEE,CENTRAL (MACAU FERRY),Central (Exchange Square),Hang Hau (via: LOHAS Park),geographic_area
N619,6A,central,SHUN LEE,CENTRAL (MACAU FERRY),Central (Exchange Square),Stanley Fort (Gate),geographic_area
N619,6X,central,SHUN LEE,CENTRAL (MACAU FERRY),Central (Exchange Square),Stanley Market,geographic_area
N619,7,central,SHUN LEE,CENTRAL (MACAU FERRY),Shek Pai Wan,Central (Ferry Piers),geographic_area
N619,70,central,SHUN LEE,CENTRAL (MACAU FERRY),Wah Kwai (via: Aberdeen),Central (Exchange Square),geographic_area
N619,70P,central,SHUN LEE,CENTRAL (MACAU FERRY),Shek Pai Wan (via: Aberdeen),Central (Exchange Square),geographic_area
N619,71,central,SHUN LEE,CENTRAL (MACAU FERRY),Wong Chuk Hang,Central (Rumsey Street),geographic_area
N619,71P,central,SHUN LEE,CENTRAL (MACAU FERRY),Sham Wan,Central (Ferry Piers),geographic_area
N619,720,central,SHUN LEE,CENTRAL (MACAU FERRY),Grand Promenade,Central (Macau Ferry / Wing Wo Street),geographic_area
N619,720A,central,SHUN LEE,CENTRAL (MACAU FERRY),Grand Promenade,Admiralty (Admiralty Centre)/ Central (Pedder Street),geographic_area
N619,720P,central,SHUN LEE,CENTRAL (MACAU FERRY),Taikoo Shing,Central (Wing Wo Street),geographic_area
N619,720X,central,SHUN LEE,CENTRAL (MACAU FERRY),Grand Promenade,Central (Rumsey Street),geographic_area
N619,722,central,SHUN LEE,CENTRAL (MACAU FERRY),Yiu Tung Estate,Central (Ferry Piers),geographic_area
N619,75,central,SHUN LEE,CENTRAL (MACAU FERRY),Sham Wan,Central (Exchange Square),geographic_area
N619,780,central,SHUN LEE,CENTRAL (MACAU FERRY),Chai Wan (East),Central (Ferry Piers),geographic_area
N619,780P,central,SHUN LEE,CENTRAL (MACAU FERRY),Hing Wah (via Causeway Bay),Central (Ferry Piers),geographic_area
N619,788,central,SHUN LEE,CENTRAL (MACAU FERRY),Siu Sai Wan (Island Resort),Central (Macau Ferry),geographic_area
N619,88R,central,SHUN LEE,CENTRAL (MACAU FERRY),City One Shatin,Central,geographic_area
N619,90,central,SHUN LEE,CENTRAL (MACAU FERRY),Ap Lei Chau Estate,Central (Exchange Square),geographic_area
N619,90C,central,SHUN LEE,CENTRAL (MACAU FERRY),Main Street Ap Lei Chau,Central (Jardine House),geographic_area
N619,91,central,SHUN LEE,CENTRAL (MACAU FERRY),Ap Lei Chau Estate,Central (Ferry Piers),geographic_area
N619,94A,central,SHUN LEE,CENTRAL (MACAU FERRY),Wah Fu (Central),Lei Tung Estate,geographic_area
N619,97,central,SHUN LEE,CENTRAL (MACAU FERRY),Lei Tung Estate,Central (Exchange Square),geographic_area
N619,979,central,SHUN LEE,CENTRAL (MACAU FERRY),Queen's Hill Fanling,Central (Hong Kong Station),geographic_area
N619,H1,central,SHUN LEE,CENTRAL (MACAU FERRY),Central Ferry - Star Ferry,Tsim Sha Tsui,geographic_area
N619,H1S,central,SHUN LEE,CENTRAL (MACAU FERRY),Central Ferry - Star Ferry,West Kowloon Cultural District,geographic_area
N619,H2,central,SHUN LEE,CENTRAL (MACAU FERRY),Central Ferry - Star Ferry,Tsim Sha Tsui,geographic_area
N619,H2K,central,SHUN LEE,CENTRAL (MACAU FERRY),Central Ferry - Star Ferry,West Kowloon Cultural District,geographic_area
N619,H3,central,SHUN LEE,CENTRAL (MACAU FERRY),Central Ferry - Hong Kong Observation Wheel,Stanley Village / Stanley Market,geographic_area
N619,H4,central,SHUN LEE,CENTRAL (MACAU FERRY),Stanley Village / Stanley Market,Central Ferry - Hong Kong Observation Wheel,geographic_area
N619,N11,central,SHUN LEE,CENTRAL (MACAU FERRY),Central (Macau Ferry),Airport (Ground Transportation Centre),geographic_area
N619,N121,central,SHUN LEE,CENTRAL (MACAU FERRY),Central (Macau Ferry),Ngau Tau Kok,geographic_area
N619,N170,central,SHUN LEE,CENTRAL (MACAU FERRY),Wah Fu (Central),Sha Tin Central,geographic_area
N619,N182,central,SHUN LEE,CENTRAL (MACAU FERRY),Central (Macau Ferry),Sha Tin (Kwong Yuen),geographic_area
N619,N619,central,SHUN LEE,CENTRAL (MACAU FERRY),Central (Macau Ferry),Shun Lee Estate,geographic_area
N619,N680,central,SHUN LEE,CENTRAL (MACAU FERRY),Central (Macau Ferry),Ma On Shan (Kam Ying Court),geographic_area
N619,N691,central,SHUN LEE,CENTRAL (MACAU FERRY),Central (Macau Ferry),Tiu Keng Leng (King Ling Road),geographic_area
N619,N90,central,SHUN LEE,CENTRAL (MACAU FERRY),South Horizons,Central (Macau Ferry),geographic_area
N619,SP10,central,SHUN LEE,CENTRAL (MACAU FERRY),Kai Tak Sports Park,Central (Macau Ferry),geographic_area
N619,X15,central,SHUN LEE,CENTRAL (MACAU FERRY),Central (Star Ferry),The Peak,geographic_area
N619,X9,central,SHUN LEE,CENTRAL (MACAU FERRY),Central (Star Ferry),Shek O,geographic_area
N619,1,central,CENTRAL (MACAU FERRY),SHUN LEE,Central (Macau Ferry),Happy Valley (Upper),geographic_area
N619,104R,central,CENTRAL (MACAU FERRY),SHUN LEE,Central (Ferry Piers),Mong Kok,geographic_area
N619,109,central,CENTRAL (MACAU FERRY),SHUN LEE,Central (Macau Ferry),Ho Man Tin Estate,geographic_area
N619,11,central,CENTRAL (MACAU FERRY),SHUN LEE,Central (Ferry Piers),Jardine's Lookout,geographic_area
N619,111,central,CENTRAL (MACAU FERRY),SHUN LEE,Central (Macau Ferry),Ping Shek Estate,geographic_area
N619,111P,central,CENTRAL (MACAU FERRY),SHUN LEE,Choi Fook Estate,Central (Macau Ferry),geographic_area
N619,115,central,CENTRAL (MACAU FERRY),SHUN LEE,Central (Macau Ferry),Kowloon City Ferry Pier,geographic_area
N619,115P,central,CENTRAL (MACAU FERRY),SHUN LEE,Laguna Verde,Central (Macau Ferry),geographic_area
N619,116,central,CENTRAL (MACAU FERRY),SHUN LEE,Quarry Bay (Yau Man Street),Tsz Wan Shan (Central),geographic_area
N619,12,central,CENTRAL (MACAU FERRY),SHUN LEE,Central Pier 3,Robinson Road / Park Road,geographic_area
N619,15,central,CENTRAL (MACAU FERRY),SHUN LEE,Central,The Peak,geographic_area
N619,15C,central,CENTRAL (MACAU FERRY),SHUN LEE,Central (Hong Kong Observation Wheel),Garden Road,geographic_area
N619,170,central,CENTRAL (MACAU FERRY),SHUN LEE,Wah Fu (Central),Sha Tin Station,geographic_area
N619,18,central,CENTRAL (MACAU FERRY),SHUN LEE,North Point (Healthy Street Central),Kennedy Town (Belcher Bay) / Sheung Wan,geographic_area
N619,182,central,CENTRAL (MACAU FERRY),SHUN LEE,Central (Macau Ferry),Sha Tin (Yu Chui Court),geographic_area
N619,182X,central,CENTRAL (MACAU FERRY),SHUN LEE,Central (Macau Ferry),Sha Tin (Yu Chui Court),geographic_area
N619,18P,central,CENTRAL (MACAU FERRY),SHUN LEE,Kennedy Town (Belcher Bay),North Point (Healthy Street Central),geographic_area
N619,1P,central,CENTRAL (MACAU FERRY),SHUN LEE,Wong Nai Chung Road (Broadwood Road),Central,geographic_area
N619,2,central,CENTRAL (MACAU FERRY),SHUN LEE,Grand Promenade,Central (Macau Ferry),geographic_area
N619,25,central,CENTRAL (MACAU FERRY),SHUN LEE,Central (Pier 3/5),Braemar Hill,geographic_area
N619,260,central,CENTRAL (MACAU FERRY),SHUN LEE,Central (Exchange Square),Stanley Market,geographic_area
N619,307,central,CENTRAL (MACAU FERRY),SHUN LEE,Tai Po Centre,Central (Ferry Piers) / Sheung Wan,geographic_area
N619,37A,central,CENTRAL (MACAU FERRY),SHUN LEE,Chi Fu Fa Yuen,Central,geographic_area
N619,3A,central,CENTRAL (MACAU FERRY),SHUN LEE,Central (Star Ferry),Felix Villas,geographic_area
N619,4,central,CENTRAL (MACAU FERRY),SHUN LEE,Wong Chuk Hang / Wah Fu (South),Central,geographic_area
N619,41A,central,CENTRAL (MACAU FERRY),SHUN LEE,Wah Fu (Central),North Point Ferry Pier,geographic_area
N619,4X,central,CENTRAL (MACAU FERRY),SHUN LEE,Wah Fu (South),Central (Exchange Square),geographic_area
N619,511,central,CENTRAL (MACAU FERRY),SHUN LEE,Tai Hang Drive,Central (Ferry Piers),geographic_area
N619,580,central,CENTRAL (MACAU FERRY),SHUN LEE,GO PARK Sai Sha,Sha Tin Central,geographic_area
N619,6,central,CENTRAL (MACAU FERRY),SHUN LEE,Central (Exchange Square),Stanley Market,geographic_area
N619,619,central,CENTRAL (MACAU FERRY),SHUN LEE,Central (Macau Ferry),Shun Lee Estate,geographic_area
N619,619P,central,CENTRAL (MACAU FERRY),SHUN LEE,Shun Lee Estate,Central (Macau Ferry),geographic_area
N619,619X,central,CENTRAL (MACAU FERRY),SHUN LEE,Shun Lee Estate,Central (Macau Ferry),geographic_area
N619,621,central,CENTRAL (MACAU FERRY),SHUN LEE,Laguna City,Central (Hong Kong Station),geographic_area
N619,629,central,CENTRAL (MACAU FERRY),SHUN LEE,Central (Star Ferry),Ocean Park (Main Entrance / Water World),geographic_area
N619,641,central,CENTRAL (MACAU FERRY),SHUN LEE,Central (Macau Ferry),Kai Tak (Kai Ching Estate),geographic_area
N619,66,central,CENTRAL (MACAU FERRY),SHUN LEE,Central (Exchange Square),Stanley Plaza (Ma Hang),geographic_area
N619,679,central,CENTRAL (MACAU FERRY),SHUN LEE,Queen's Hill Fanling,Central (Hong Kong Station),geographic_area
N619,680X,central,CENTRAL (MACAU FERRY),SHUN LEE,Central (Macau Ferry Pier),Ma On Shan (Wu Kai Sha Station),geographic_area
N619,681,central,CENTRAL (MACAU FERRY),SHUN LEE,Central (Hong Kong Station),Ma On Shan Town Centre,geographic_area
N619,690,central,CENTRAL (MACAU FERRY),SHUN LEE,Central (Exchange Square),Tseung Kwan O (Hong Sing Garden),geographic_area
N619,690P,central,CENTRAL (MACAU FERRY),SHUN LEE,Tseung Kwan O (Hong Sing Garden),Central (Exchange Square),geographic_area
N619,690S,central,CENTRAL (MACAU FERRY),SHUN LEE,Central (Exchange Square),Hang Hau (via: LOHAS Park),geographic_area
N619,6A,central,CENTRAL (MACAU FERRY),SHUN LEE,Central (Exchange Square),Stanley Fort (Gate),geographic_area
N619,6X,central,CENTRAL (MACAU FERRY),SHUN LEE,Central (Exchange Square),Stanley Market,geographic_area
N619,7,central,CENTRAL (MACAU FERRY),SHUN LEE,Shek Pai Wan,Central (Ferry Piers),geographic_area
N619,70,central,CENTRAL (MACAU FERRY),SHUN LEE,Wah Kwai (via: Aberdeen),Central (Exchange Square),geographic_area
N619,70P,central,CENTRAL (MACAU FERRY),SHUN LEE,Shek Pai Wan (via: Aberdeen),Central (Exchange Square),geographic_area
N619,71,central,CENTRAL (MACAU FERRY),SHUN LEE,Wong Chuk Hang,Central (Rumsey Street),geographic_area
N619,71P,central,CENTRAL (MACAU FERRY),SHUN LEE,Sham Wan,Central (Ferry Piers),geographic_area
N619,720,central,CENTRAL (MACAU FERRY),SHUN LEE,Grand Promenade,Central (Macau Ferry / Wing Wo Street),geographic_area
N619,720A,central,CENTRAL (MACAU FERRY),SHUN LEE,Grand Promenade,Admiralty (Admiralty Centre)/ Central (Pedder Street),geographic_area
N619,720P,central,CENTRAL (MACAU FERRY),SHUN LEE,Taikoo Shing,Central (Wing Wo Street),geographic_area
N619,720X,central,CENTRAL (MACAU FERRY),SHUN LEE,Grand Promenade,Central (Rumsey Street),geographic_area
N619,722,central,CENTRAL (MACAU FERRY),SHUN LEE,Yiu Tung Estate,Central (Ferry Piers),geographic_area
N619,75,central,CENTRAL (MACAU FERRY),SHUN LEE,Sham Wan,Central (Exchange Square),geographic_area
N619,780,central,CENTRAL (MACAU FERRY),SHUN LEE,Chai Wan (East),Central (Ferry Piers),geographic_area
N619,780P,central,CENTRAL (MACAU FERRY),SHUN LEE,Hing Wah (via Causeway Bay),Central (Ferry Piers),geographic_area
N619,788,central,CENTRAL (MACAU FERRY),SHUN LEE,Siu Sai Wan (Island Resort),Central (Macau Ferry),geographic_area
N619,88R,central,CENTRAL (MACAU FERRY),SHUN LEE,City One Shatin,Central,geographic_area
N619,90,central,CENTRAL (MACAU FERRY),SHUN LEE,Ap Lei Chau Estate,Central (Exchange Square),geographic_area
N619,90C,central,CENTRAL (MACAU FERRY),SHUN LEE,Main Street Ap Lei Chau,Central (Jardine House),geographic_area
N619,91,central,CENTRAL (MACAU FERRY),SHUN LEE,Ap Lei Chau Estate,Central (Ferry Piers),geographic_area
N619,94A,central,CENTRAL (MACAU FERRY),SHUN LEE,Wah Fu (Central),Lei Tung Estate,geographic_area
N619,97,central,CENTRAL (MACAU FERRY),SHUN LEE,Lei Tung Estate,Central (Exchange Square),geographic_area
N619,979,central,CENTRAL (MACAU FERRY),SHUN LEE,Queen's Hill Fanling,Central (Hong Kong Station),geographic_area
N619,H1,central,CENTRAL (MACAU FERRY),SHUN LEE,Central Ferry - Star Ferry,Tsim Sha Tsui,geographic_area
N619,H1S,central,CENTRAL (MACAU FERRY),SHUN LEE,Central Ferry - Star Ferry,West Kowloon Cultural District,geographic_area
N619,H2,central,CENTRAL (MACAU FERRY),SHUN LEE,Central Ferry - Star Ferry,Tsim Sha Tsui,geographic_area
N619,H2K,central,CENTRAL (MACAU FERRY),SHUN LEE,Central Ferry - Star Ferry,West Kowloon Cultural District,geographic_area
N619,H3,central,CENTRAL (MACAU FERRY),SHUN LEE,Central Ferry - Hong Kong Observation Wheel,Stanley Village / Stanley Market,geographic_area
N619,H4,central,CENTRAL (MACAU FERRY),SHUN LEE,Stanley Village / Stanley Market,Central Ferry - Hong Kong Observation Wheel,geographic_area
N619,N11,central,CENTRAL (MACAU FERRY),SHUN LEE,Central (Macau Ferry),Airport (Ground Transportation Centre),geographic_area
N619,N121,central,CENTRAL (MACAU FERRY),SHUN LEE,Central (Macau Ferry),Ngau Tau Kok,geographic_area
N619,N170,central,CENTRAL (MACAU FERRY),SHUN LEE,Wah Fu (Central),Sha Tin Central,geographic_area
N619,N182,central,CENTRAL (MACAU FERRY),SHUN LEE,Central (Macau Ferry),Sha Tin (Kwong Yuen),geographic_area
N619,N619,central,CENTRAL (MACAU FERRY),SHUN LEE,Central (Macau Ferry),Shun Lee Estate,geographic_area
N619,N680,central,CENTRAL (MACAU FERRY),SHUN LEE,Central (Macau Ferry),Ma On Shan (Kam Ying Court),geographic_area
N619,N691,central,CENTRAL (MACAU FERRY),SHUN LEE,Central (Macau Ferry),Tiu Keng Leng (King Ling Road),geographic_area
N619,N90,central,CENTRAL (MACAU FERRY),SHUN LEE,South Horizons,Central (Macau Ferry),geographic_area
N619,SP10,central,CENTRAL (MACAU FERRY),SHUN LEE,Kai Tak Sports Park,Central (Macau Ferry),geographic_area
N619,X15,central,CENTRAL (MACAU FERRY),SHUN LEE,Central (Star Ferry),The Peak,geographic_area
N619,X9,central,CENTRAL (MACAU FERRY),SHUN LEE,Central (Star Ferry),Shek O,geographic_area
N680,1,central,KAM YING COURT,CENTRAL (MACAU FERRY),Central (Macau Ferry),Happy Valley (Upper),geographic_area
N680,104R,central,KAM YING COURT,CENTRAL (MACAU FERRY),Central (Ferry Piers),Mong Kok,geographic_area
N680,109,central,KAM YING COURT,CENTRAL (MACAU FERRY),Central (Macau Ferry),Ho Man Tin Estate,geographic_area
N680,11,central,KAM YING COURT,CENTRAL (MACAU FERRY),Central (Ferry Piers),Jardine's Lookout,geographic_area
N680,111,central,KAM YING COURT,CENTRAL (MACAU FERRY),Central (Macau Ferry),Ping Shek Estate,geographic_area
N680,111P,central,KAM YING COURT,CENTRAL (MACAU FERRY),Choi Fook Estate,Central (Macau Ferry),geographic_area
N680,115,central,KAM YING COURT,CENTRAL (MACAU FERRY),Central (Macau Ferry),Kowloon City Ferry Pier,geographic_area
N680,115P,central,KAM YING COURT,CENTRAL (MACAU FERRY),Laguna Verde,Central (Macau Ferry),geographic_area
